,particle,material,thickness,p,cos_theta,efficiency,hit_additional_layer,all
329,single_n0,csi,0,0.05,0.55,0.0,0.0,921.0
330,single_n0,csi,0,0.05,0.6500000000000001,0.0010559662090813093,1.0,947.0
331,single_n0,csi,0,0.05,0.75,0.00202020202020202,2.0,990.0
332,single_n0,csi,0,0.05,0.8500000000000001,0.0010845986984815619,1.0,922.0
333,single_n0,csi,0,0.15000000000000002,0.05,0.0,0.0,913.0
334,single_n0,csi,0,0.15000000000000002,0.15000000000000002,0.0011160714285714285,1.0,896.0
335,single_n0,csi,0,0.15000000000000002,0.25,0.002352941176470588,2.0,850.0
336,single_n0,csi,0,0.15000000000000002,0.35000000000000003,0.0,0.0,898.0
337,single_n0,csi,0,0.15000000000000002,0.45,0.0010834236186348862,1.0,923.0
338,single_n0,csi,0,0.15000000000000002,0.55,0.0,0.0,890.0
339,single_n0,csi,0,0.15000000000000002,0.6500000000000001,0.0,0.0,887.0
340,single_n0,csi,0,0.15000000000000002,0.75,0.0,0.0,928.0
341,single_n0,csi,0,0.15000000000000002,0.8500000000000001,0.0,0.0,879.0
342,single_n0,csi,0,0.25,0.05,0.0,0.0,945.0
343,single_n0,csi,0,0.25,0.15000000000000002,0.0,0.0,950.0
344,single_n0,csi,0,0.25,0.25,0.0,0.0,938.0
345,single_n0,csi,0,0.25,0.35000000000000003,0.0,0.0,875.0
346,single_n0,csi,0,0.25,0.45,0.0,0.0,961.0
347,single_n0,csi,0,0.25,0.55,0.0,0.0,924.0
348,single_n0,csi,0,0.25,0.6500000000000001,0.0,0.0,913.0
349,single_n0,csi,0,0.25,0.75,0.0,0.0,951.0
350,single_n0,csi,0,0.25,0.8500000000000001,0.0,0.0,896.0
351,single_n0,csi,0,0.35000000000000003,0.05,0.0,0.0,924.0
352,single_n0,csi,0,0.35000000000000003,0.15000000000000002,0.0,0.0,916.0
353,single_n0,csi,0,0.35000000000000003,0.25,0.0010718113612004287,1.0,933.0
354,single_n0,csi,0,0.35000000000000003,0.35000000000000003,0.0,0.0,909.0
355,single_n0,csi,0,0.35000000000000003,0.45,0.0010548523206751054,1.0,948.0
356,single_n0,csi,0,0.35000000000000003,0.55,0.0,0.0,961.0
357,single_n0,csi,0,0.35000000000000003,0.6500000000000001,0.0,0.0,942.0
358,single_n0,csi,0,0.35000000000000003,0.75,0.001075268817204301,1.0,930.0
359,single_n0,csi,0,0.35000000000000003,0.8500000000000001,0.0010526315789473684,1.0,950.0
360,single_n0,csi,0,0.45,0.05,0.0,0.0,917.0
361,single_n0,csi,0,0.45,0.15000000000000002,0.0,0.0,965.0
362,single_n0,csi,0,0.45,0.25,0.0,0.0,941.0
363,single_n0,csi,0,0.45,0.35000000000000003,0.0,0.0,945.0
364,single_n0,csi,0,0.45,0.45,0.0,0.0,902.0
365,single_n0,csi,0,0.45,0.55,0.0,0.0,949.0
366,single_n0,csi,0,0.45,0.6500000000000001,0.0,0.0,900.0
367,single_n0,csi,0,0.45,0.75,0.0,0.0,938.0
368,single_n0,csi,0,0.45,0.8500000000000001,0.0,0.0,1002.0
369,single_n0,csi,0,0.55,0.05,0.0,0.0,958.0
370,single_n0,csi,0,0.55,0.15000000000000002,0.0,0.0,916.0
371,single_n0,csi,0,0.55,0.25,0.0,0.0,891.0
372,single_n0,csi,0,0.55,0.35000000000000003,0.0,0.0,925.0
373,single_n0,csi,0,0.55,0.45,0.0,0.0,900.0
374,single_n0,csi,0,0.55,0.55,0.001,1.0,1000.0
375,single_n0,csi,0,0.55,0.6500000000000001,0.0,0.0,902.0
376,single_n0,csi,0,0.55,0.75,0.0,0.0,905.0
377,single_n0,csi,0,0.55,0.8500000000000001,0.0,0.0,899.0
378,single_n0,csi,0,0.6500000000000001,0.05,0.0,0.0,894.0
379,single_n0,csi,0,0.6500000000000001,0.15000000000000002,0.0,0.0,933.0
380,single_n0,csi,0,0.6500000000000001,0.25,0.0,0.0,898.0
381,single_n0,csi,0,0.6500000000000001,0.35000000000000003,0.002224694104560623,2.0,899.0
382,single_n0,csi,0,0.6500000000000001,0.45,0.0,0.0,929.0
383,single_n0,csi,0,0.6500000000000001,0.55,0.0,0.0,937.0
384,single_n0,csi,0,0.6500000000000001,0.6500000000000001,0.0,0.0,900.0
385,single_n0,csi,0,0.6500000000000001,0.75,0.0010559662090813093,1.0,947.0
386,single_n0,csi,0,0.6500000000000001,0.8500000000000001,0.0,0.0,890.0
387,single_n0,csi,0,0.75,0.05,0.0,0.0,934.0
388,single_n0,csi,0,0.75,0.15000000000000002,0.0,0.0,955.0
389,single_n0,csi,0,0.75,0.25,0.0,0.0,928.0
390,single_n0,csi,0,0.75,0.35000000000000003,0.0,0.0,955.0
391,single_n0,csi,0,0.75,0.45,0.0,0.0,936.0
392,single_n0,csi,0,0.75,0.55,0.0,0.0,957.0
393,single_n0,csi,0,0.75,0.6500000000000001,0.0,0.0,910.0
394,single_n0,csi,0,0.75,0.75,0.0,0.0,924.0
395,single_n0,csi,0,0.75,0.8500000000000001,0.0,0.0,944.0
396,single_n0,csi,0,0.8500000000000001,0.05,0.0,0.0,934.0
397,single_n0,csi,0,0.8500000000000001,0.15000000000000002,0.0010638297872340426,1.0,940.0
398,single_n0,csi,0,0.8500000000000001,0.25,0.0,0.0,893.0
399,single_n0,csi,0,0.8500000000000001,0.35000000000000003,0.0,0.0,952.0
400,single_n0,csi,0,0.8500000000000001,0.45,0.0,0.0,940.0
401,single_n0,csi,0,0.8500000000000001,0.55,0.0,0.0,898.0
402,single_n0,csi,0,0.8500000000000001,0.6500000000000001,0.0,0.0,920.0
403,single_n0,csi,0,0.8500000000000001,0.75,0.0,0.0,884.0
404,single_n0,csi,0,0.8500000000000001,0.8500000000000001,0.0,0.0,919.0
405,single_n0,csi,0,0.95,0.05,0.0,0.0,955.0
406,single_n0,csi,0,0.95,0.15000000000000002,0.0,0.0,918.0
407,single_n0,csi,0,0.95,0.25,0.0,0.0,935.0
408,single_n0,csi,0,0.95,0.35000000000000003,0.0,0.0,963.0
409,single_n0,csi,0,0.95,0.45,0.0,0.0,901.0
410,single_n0,csi,0,0.95,0.55,0.0,0.0,966.0
411,single_n0,csi,0,0.95,0.6500000000000001,0.0,0.0,931.0
412,single_n0,csi,0,0.95,0.75,0.0,0.0,952.0
413,single_n0,csi,0,0.95,0.8500000000000001,0.0,0.0,877.0
414,single_n0,csi,0,1.05,0.05,0.0,0.0,927.0
415,single_n0,csi,0,1.05,0.15000000000000002,0.0,0.0,952.0
416,single_n0,csi,0,1.05,0.25,0.0,0.0,939.0
417,single_n0,csi,0,1.05,0.35000000000000003,0.0,0.0,879.0
418,single_n0,csi,0,1.05,0.45,0.0,0.0,914.0
419,single_n0,csi,0,1.05,0.55,0.0,0.0,925.0
420,single_n0,csi,0,1.05,0.6500000000000001,0.0,0.0,913.0
421,single_n0,csi,0,1.05,0.75,0.0011273957158962795,1.0,887.0
422,single_n0,csi,0,1.05,0.8500000000000001,0.0,0.0,966.0
423,single_n0,csi,0,1.1500000000000001,0.05,0.0,0.0,889.0
424,single_n0,csi,0,1.1500000000000001,0.15000000000000002,0.0,0.0,883.0
425,single_n0,csi,0,1.1500000000000001,0.25,0.0,0.0,933.0
426,single_n0,csi,0,1.1500000000000001,0.35000000000000003,0.0,0.0,919.0
427,single_n0,csi,0,1.1500000000000001,0.45,0.001088139281828074,1.0,919.0
428,single_n0,csi,0,1.1500000000000001,0.55,0.0,0.0,907.0
429,single_n0,csi,0,1.1500000000000001,0.6500000000000001,0.0,0.0,992.0
430,single_n0,csi,0,1.1500000000000001,0.75,0.0,0.0,931.0
431,single_n0,csi,0,1.1500000000000001,0.8500000000000001,0.001092896174863388,1.0,915.0
432,single_n0,csi,8,0.05,0.05,0.018633540372670808,18.0,966.0
433,single_n0,csi,8,0.05,0.15000000000000002,0.02918918918918919,27.0,925.0
434,single_n0,csi,8,0.05,0.25,0.023178807947019868,21.0,906.0
435,single_n0,csi,8,0.05,0.35000000000000003,0.01935483870967742,18.0,930.0
436,single_n0,csi,8,0.05,0.45,0.027835051546391754,27.0,970.0
437,single_n0,csi,8,0.05,0.55,0.019543973941368076,18.0,921.0
438,single_n0,csi,8,0.05,0.6500000000000001,0.01795142555438226,17.0,947.0
439,single_n0,csi,8,0.05,0.75,0.026262626262626262,26.0,990.0
440,single_n0,csi,8,0.05,0.8500000000000001,0.03253796095444685,30.0,922.0
441,single_n0,csi,8,0.15000000000000002,0.05,0.007667031763417305,7.0,913.0
442,single_n0,csi,8,0.15000000000000002,0.15000000000000002,0.010044642857142858,9.0,896.0
443,single_n0,csi,8,0.15000000000000002,0.25,0.002352941176470588,2.0,850.0
444,single_n0,csi,8,0.15000000000000002,0.35000000000000003,0.01002227171492205,9.0,898.0
445,single_n0,csi,8,0.15000000000000002,0.45,0.00866738894907909,8.0,923.0
446,single_n0,csi,8,0.15000000000000002,0.55,0.0044943820224719105,4.0,890.0
447,single_n0,csi,8,0.15000000000000002,0.6500000000000001,0.011273957158962795,10.0,887.0
448,single_n0,csi,8,0.15000000000000002,0.75,0.011853448275862068,11.0,928.0
449,single_n0,csi,8,0.15000000000000002,0.8500000000000001,0.015927189988623434,14.0,879.0
450,single_n0,csi,8,0.25,0.05,0.0021164021164021165,2.0,945.0
451,single_n0,csi,8,0.25,0.15000000000000002,0.004210526315789474,4.0,950.0
452,single_n0,csi,8,0.25,0.25,0.0021321961620469083,2.0,938.0
453,single_n0,csi,8,0.25,0.35000000000000003,0.004571428571428572,4.0,875.0
454,single_n0,csi,8,0.25,0.45,0.005202913631633715,5.0,961.0
455,single_n0,csi,8,0.25,0.55,0.004329004329004329,4.0,924.0
456,single_n0,csi,8,0.25,0.6500000000000001,0.008762322015334063,8.0,913.0
457,single_n0,csi,8,0.25,0.75,0.005257623554153523,5.0,951.0
458,single_n0,csi,8,0.25,0.8500000000000001,0.005580357142857143,5.0,896.0
459,single_n0,csi,8,0.35000000000000003,0.05,0.0021645021645021645,2.0,924.0
460,single_n0,csi,8,0.35000000000000003,0.15000000000000002,0.001091703056768559,1.0,916.0
461,single_n0,csi,8,0.35000000000000003,0.25,0.0010718113612004287,1.0,933.0
462,single_n0,csi,8,0.35000000000000003,0.35000000000000003,0.0033003300330033004,3.0,909.0
463,single_n0,csi,8,0.35000000000000003,0.45,0.0010548523206751054,1.0,948.0
464,single_n0,csi,8,0.35000000000000003,0.55,0.002081165452653486,2.0,961.0
465,single_n0,csi,8,0.35000000000000003,0.6500000000000001,0.004246284501061571,4.0,942.0
466,single_n0,csi,8,0.35000000000000003,0.75,0.007526881720430108,7.0,930.0
467,single_n0,csi,8,0.35000000000000003,0.8500000000000001,0.008421052631578947,8.0,950.0
468,single_n0,csi,8,0.45,0.05,0.003271537622682661,3.0,917.0
469,single_n0,csi,8,0.45,0.15000000000000002,0.004145077720207254,4.0,965.0
470,single_n0,csi,8,0.45,0.25,0.003188097768331562,3.0,941.0
471,single_n0,csi,8,0.45,0.35000000000000003,0.0010582010582010583,1.0,945.0
472,single_n0,csi,8,0.45,0.45,0.0033259423503325942,3.0,902.0
473,single_n0,csi,8,0.45,0.55,0.005268703898840885,5.0,949.0
474,single_n0,csi,8,0.45,0.6500000000000001,0.0044444444444444444,4.0,900.0
475,single_n0,csi,8,0.45,0.75,0.005330490405117271,5.0,938.0
476,single_n0,csi,8,0.45,0.8500000000000001,0.005988023952095809,6.0,1002.0
477,single_n0,csi,8,0.55,0.05,0.0020876826722338203,2.0,958.0
478,single_n0,csi,8,0.55,0.15000000000000002,0.002183406113537118,2.0,916.0
479,single_n0,csi,8,0.55,0.25,0.005611672278338945,5.0,891.0
480,single_n0,csi,8,0.55,0.35000000000000003,0.003243243243243243,3.0,925.0
481,single_n0,csi,8,0.55,0.45,0.0044444444444444444,4.0,900.0
482,single_n0,csi,8,0.55,0.55,0.001,1.0,1000.0
483,single_n0,csi,8,0.55,0.6500000000000001,0.0033259423503325942,3.0,902.0
484,single_n0,csi,8,0.55,0.75,0.0022099447513812156,2.0,905.0
485,single_n0,csi,8,0.55,0.8500000000000001,0.0055617352614015575,5.0,899.0
486,single_n0,csi,8,0.6500000000000001,0.05,0.0022371364653243847,2.0,894.0
487,single_n0,csi,8,0.6500000000000001,0.15000000000000002,0.0021436227224008574,2.0,933.0
488,single_n0,csi,8,0.6500000000000001,0.25,0.0022271714922048997,2.0,898.0
489,single_n0,csi,8,0.6500000000000001,0.35000000000000003,0.0,0.0,899.0
490,single_n0,csi,8,0.6500000000000001,0.45,0.002152852529601722,2.0,929.0
491,single_n0,csi,8,0.6500000000000001,0.55,0.0010672358591248667,1.0,937.0
492,single_n0,csi,8,0.6500000000000001,0.6500000000000001,0.0011111111111111111,1.0,900.0
493,single_n0,csi,8,0.6500000000000001,0.75,0.0031678986272439284,3.0,947.0
494,single_n0,csi,8,0.6500000000000001,0.8500000000000001,0.0044943820224719105,4.0,890.0
495,single_n0,csi,8,0.75,0.05,0.0010706638115631692,1.0,934.0
496,single_n0,csi,8,0.75,0.15000000000000002,0.005235602094240838,5.0,955.0
497,single_n0,csi,8,0.75,0.25,0.0021551724137931034,2.0,928.0
498,single_n0,csi,8,0.75,0.35000000000000003,0.0020942408376963353,2.0,955.0
499,single_n0,csi,8,0.75,0.45,0.004273504273504274,4.0,936.0
500,single_n0,csi,8,0.75,0.55,0.003134796238244514,3.0,957.0
501,single_n0,csi,8,0.75,0.6500000000000001,0.001098901098901099,1.0,910.0
502,single_n0,csi,8,0.75,0.75,0.004329004329004329,4.0,924.0
503,single_n0,csi,8,0.75,0.8500000000000001,0.005296610169491525,5.0,944.0
504,single_n0,csi,8,0.8500000000000001,0.05,0.0021413276231263384,2.0,934.0
505,single_n0,csi,8,0.8500000000000001,0.15000000000000002,0.0031914893617021275,3.0,940.0
506,single_n0,csi,8,0.8500000000000001,0.25,0.0011198208286674132,1.0,893.0
507,single_n0,csi,8,0.8500000000000001,0.35000000000000003,0.0021008403361344537,2.0,952.0
508,single_n0,csi,8,0.8500000000000001,0.45,0.0010638297872340426,1.0,940.0
509,single_n0,csi,8,0.8500000000000001,0.55,0.0011135857461024498,1.0,898.0
510,single_n0,csi,8,0.8500000000000001,0.6500000000000001,0.005434782608695652,5.0,920.0
511,single_n0,csi,8,0.8500000000000001,0.75,0.003393665158371041,3.0,884.0
512,single_n0,csi,8,0.8500000000000001,0.8500000000000001,0.001088139281828074,1.0,919.0
513,single_n0,csi,8,0.95,0.05,0.0062827225130890054,6.0,955.0
514,single_n0,csi,8,0.95,0.15000000000000002,0.0032679738562091504,3.0,918.0
515,single_n0,csi,8,0.95,0.25,0.0021390374331550803,2.0,935.0
516,single_n0,csi,8,0.95,0.35000000000000003,0.0010384215991692627,1.0,963.0
517,single_n0,csi,8,0.95,0.45,0.0,0.0,901.0
518,single_n0,csi,8,0.95,0.55,0.0,0.0,966.0
519,single_n0,csi,8,0.95,0.6500000000000001,0.0021482277121374865,2.0,931.0
520,single_n0,csi,8,0.95,0.75,0.0021008403361344537,2.0,952.0
521,single_n0,csi,8,0.95,0.8500000000000001,0.004561003420752566,4.0,877.0
522,single_n0,csi,8,1.05,0.05,0.005393743257820928,5.0,927.0
523,single_n0,csi,8,1.05,0.15000000000000002,0.0021008403361344537,2.0,952.0
524,single_n0,csi,8,1.05,0.25,0.004259850905218318,4.0,939.0
525,single_n0,csi,8,1.05,0.35000000000000003,0.0011376564277588168,1.0,879.0
526,single_n0,csi,8,1.05,0.45,0.0010940919037199124,1.0,914.0
527,single_n0,csi,8,1.05,0.55,0.003243243243243243,3.0,925.0
528,single_n0,csi,8,1.05,0.6500000000000001,0.001095290251916758,1.0,913.0
529,single_n0,csi,8,1.05,0.75,0.004509582863585118,4.0,887.0
530,single_n0,csi,8,1.05,0.8500000000000001,0.0010351966873706005,1.0,966.0
531,single_n0,csi,8,1.1500000000000001,0.05,0.0022497187851518562,2.0,889.0
532,single_n0,csi,8,1.1500000000000001,0.15000000000000002,0.0033975084937712344,3.0,883.0
533,single_n0,csi,8,1.1500000000000001,0.25,0.0010718113612004287,1.0,933.0
534,single_n0,csi,8,1.1500000000000001,0.35000000000000003,0.003264417845484222,3.0,919.0
535,single_n0,csi,8,1.1500000000000001,0.45,0.0,0.0,919.0
536,single_n0,csi,8,1.1500000000000001,0.55,0.002205071664829107,2.0,907.0
537,single_n0,csi,8,1.1500000000000001,0.6500000000000001,0.0,0.0,992.0
538,single_n0,csi,8,1.1500000000000001,0.75,0.0053705692803437165,5.0,931.0
539,single_n0,csi,8,1.1500000000000001,0.8500000000000001,0.002185792349726776,2.0,915.0
540,single_n0,csi,6,0.05,0.05,0.021739130434782608,21.0,966.0
541,single_n0,csi,6,0.05,0.15000000000000002,0.012972972972972972,12.0,925.0
542,single_n0,csi,6,0.05,0.25,0.01545253863134658,14.0,906.0
543,single_n0,csi,6,0.05,0.35000000000000003,0.013978494623655914,13.0,930.0
544,single_n0,csi,6,0.05,0.45,0.021649484536082474,21.0,970.0
545,single_n0,csi,6,0.05,0.55,0.019543973941368076,18.0,921.0
546,single_n0,csi,6,0.05,0.6500000000000001,0.01689545934530095,16.0,947.0
547,single_n0,csi,6,0.05,0.75,0.01818181818181818,18.0,990.0
548,single_n0,csi,6,0.05,0.8500000000000001,0.0227765726681128,21.0,922.0
549,single_n0,csi,6,0.15000000000000002,0.05,0.004381161007667032,4.0,913.0
550,single_n0,csi,6,0.15000000000000002,0.15000000000000002,0.008928571428571428,8.0,896.0
551,single_n0,csi,6,0.15000000000000002,0.25,0.0035294117647058825,3.0,850.0
552,single_n0,csi,6,0.15000000000000002,0.35000000000000003,0.011135857461024499,10.0,898.0
553,single_n0,csi,6,0.15000000000000002,0.45,0.00866738894907909,8.0,923.0
554,single_n0,csi,6,0.15000000000000002,0.55,0.008988764044943821,8.0,890.0
555,single_n0,csi,6,0.15000000000000002,0.6500000000000001,0.007891770011273957,7.0,887.0
556,single_n0,csi,6,0.15000000000000002,0.75,0.011853448275862068,11.0,928.0
557,single_n0,csi,6,0.15000000000000002,0.8500000000000001,0.013651877133105802,12.0,879.0
558,single_n0,csi,6,0.25,0.05,0.004232804232804233,4.0,945.0
559,single_n0,csi,6,0.25,0.15000000000000002,0.0010526315789473684,1.0,950.0
560,single_n0,csi,6,0.25,0.25,0.005330490405117271,5.0,938.0
561,single_n0,csi,6,0.25,0.35000000000000003,0.004571428571428572,4.0,875.0
562,single_n0,csi,6,0.25,0.45,0.01040582726326743,10.0,961.0
563,single_n0,csi,6,0.25,0.55,0.003246753246753247,3.0,924.0
564,single_n0,csi,6,0.25,0.6500000000000001,0.0032858707557502738,3.0,913.0
565,single_n0,csi,6,0.25,0.75,0.007360672975814932,7.0,951.0
566,single_n0,csi,6,0.25,0.8500000000000001,0.005580357142857143,5.0,896.0
567,single_n0,csi,6,0.35000000000000003,0.05,0.005411255411255411,5.0,924.0
568,single_n0,csi,6,0.35000000000000003,0.15000000000000002,0.0032751091703056767,3.0,916.0
569,single_n0,csi,6,0.35000000000000003,0.25,0.003215434083601286,3.0,933.0
570,single_n0,csi,6,0.35000000000000003,0.35000000000000003,0.0033003300330033004,3.0,909.0
571,single_n0,csi,6,0.35000000000000003,0.45,0.004219409282700422,4.0,948.0
572,single_n0,csi,6,0.35000000000000003,0.55,0.004162330905306972,4.0,961.0
573,single_n0,csi,6,0.35000000000000003,0.6500000000000001,0.0010615711252653928,1.0,942.0
574,single_n0,csi,6,0.35000000000000003,0.75,0.004301075268817204,4.0,930.0
575,single_n0,csi,6,0.35000000000000003,0.8500000000000001,0.005263157894736842,5.0,950.0
576,single_n0,csi,6,0.45,0.05,0.0010905125408942203,1.0,917.0
577,single_n0,csi,6,0.45,0.15000000000000002,0.002072538860103627,2.0,965.0
578,single_n0,csi,6,0.45,0.25,0.004250797024442083,4.0,941.0
579,single_n0,csi,6,0.45,0.35000000000000003,0.0010582010582010583,1.0,945.0
580,single_n0,csi,6,0.45,0.45,0.0033259423503325942,3.0,902.0
581,single_n0,csi,6,0.45,0.55,0.002107481559536354,2.0,949.0
582,single_n0,csi,6,0.45,0.6500000000000001,0.0033333333333333335,3.0,900.0
583,single_n0,csi,6,0.45,0.75,0.0042643923240938165,4.0,938.0
584,single_n0,csi,6,0.45,0.8500000000000001,0.00499001996007984,5.0,1002.0
585,single_n0,csi,6,0.55,0.05,0.0020876826722338203,2.0,958.0
586,single_n0,csi,6,0.55,0.15000000000000002,0.002183406113537118,2.0,916.0
587,single_n0,csi,6,0.55,0.25,0.002244668911335578,2.0,891.0
588,single_n0,csi,6,0.55,0.35000000000000003,0.001081081081081081,1.0,925.0
589,single_n0,csi,6,0.55,0.45,0.006666666666666667,6.0,900.0
590,single_n0,csi,6,0.55,0.55,0.002,2.0,1000.0
591,single_n0,csi,6,0.55,0.6500000000000001,0.0022172949002217295,2.0,902.0
592,single_n0,csi,6,0.55,0.75,0.0,0.0,905.0
593,single_n0,csi,6,0.55,0.8500000000000001,0.006674082313681869,6.0,899.0
594,single_n0,csi,6,0.6500000000000001,0.05,0.0011185682326621924,1.0,894.0
595,single_n0,csi,6,0.6500000000000001,0.15000000000000002,0.0010718113612004287,1.0,933.0
596,single_n0,csi,6,0.6500000000000001,0.25,0.0011135857461024498,1.0,898.0
597,single_n0,csi,6,0.6500000000000001,0.35000000000000003,0.0011123470522803114,1.0,899.0
598,single_n0,csi,6,0.6500000000000001,0.45,0.001076426264800861,1.0,929.0
599,single_n0,csi,6,0.6500000000000001,0.55,0.0,0.0,937.0
600,single_n0,csi,6,0.6500000000000001,0.6500000000000001,0.005555555555555556,5.0,900.0
601,single_n0,csi,6,0.6500000000000001,0.75,0.0010559662090813093,1.0,947.0
602,single_n0,csi,6,0.6500000000000001,0.8500000000000001,0.0,0.0,890.0
603,single_n0,csi,6,0.75,0.05,0.0021413276231263384,2.0,934.0
604,single_n0,csi,6,0.75,0.15000000000000002,0.0010471204188481676,1.0,955.0
605,single_n0,csi,6,0.75,0.25,0.0010775862068965517,1.0,928.0
606,single_n0,csi,6,0.75,0.35000000000000003,0.0031413612565445027,3.0,955.0
607,single_n0,csi,6,0.75,0.45,0.0010683760683760685,1.0,936.0
608,single_n0,csi,6,0.75,0.55,0.003134796238244514,3.0,957.0
609,single_n0,csi,6,0.75,0.6500000000000001,0.001098901098901099,1.0,910.0
610,single_n0,csi,6,0.75,0.75,0.003246753246753247,3.0,924.0
611,single_n0,csi,6,0.75,0.8500000000000001,0.0031779661016949155,3.0,944.0
612,single_n0,csi,6,0.8500000000000001,0.05,0.0021413276231263384,2.0,934.0
613,single_n0,csi,6,0.8500000000000001,0.15000000000000002,0.0010638297872340426,1.0,940.0
614,single_n0,csi,6,0.8500000000000001,0.25,0.004479283314669653,4.0,893.0
615,single_n0,csi,6,0.8500000000000001,0.35000000000000003,0.0031512605042016808,3.0,952.0
616,single_n0,csi,6,0.8500000000000001,0.45,0.0010638297872340426,1.0,940.0
617,single_n0,csi,6,0.8500000000000001,0.55,0.0011135857461024498,1.0,898.0
618,single_n0,csi,6,0.8500000000000001,0.6500000000000001,0.002173913043478261,2.0,920.0
619,single_n0,csi,6,0.8500000000000001,0.75,0.0022624434389140274,2.0,884.0
620,single_n0,csi,6,0.8500000000000001,0.8500000000000001,0.002176278563656148,2.0,919.0
621,single_n0,csi,6,0.95,0.05,0.0010471204188481676,1.0,955.0
622,single_n0,csi,6,0.95,0.15000000000000002,0.002178649237472767,2.0,918.0
623,single_n0,csi,6,0.95,0.25,0.0,0.0,935.0
624,single_n0,csi,6,0.95,0.35000000000000003,0.0,0.0,963.0
625,single_n0,csi,6,0.95,0.45,0.0022197558268590455,2.0,901.0
626,single_n0,csi,6,0.95,0.55,0.0010351966873706005,1.0,966.0
627,single_n0,csi,6,0.95,0.6500000000000001,0.0,0.0,931.0
628,single_n0,csi,6,0.95,0.75,0.0021008403361344537,2.0,952.0
629,single_n0,csi,6,0.95,0.8500000000000001,0.002280501710376283,2.0,877.0
630,single_n0,csi,6,1.05,0.05,0.002157497303128371,2.0,927.0
631,single_n0,csi,6,1.05,0.15000000000000002,0.0021008403361344537,2.0,952.0
632,single_n0,csi,6,1.05,0.25,0.0010649627263045794,1.0,939.0
633,single_n0,csi,6,1.05,0.35000000000000003,0.0022753128555176336,2.0,879.0
634,single_n0,csi,6,1.05,0.45,0.00437636761487965,4.0,914.0
635,single_n0,csi,6,1.05,0.55,0.001081081081081081,1.0,925.0
636,single_n0,csi,6,1.05,0.6500000000000001,0.002190580503833516,2.0,913.0
637,single_n0,csi,6,1.05,0.75,0.002254791431792559,2.0,887.0
638,single_n0,csi,6,1.05,0.8500000000000001,0.002070393374741201,2.0,966.0
639,single_n0,csi,6,1.1500000000000001,0.05,0.0011248593925759281,1.0,889.0
640,single_n0,csi,6,1.1500000000000001,0.15000000000000002,0.0011325028312570782,1.0,883.0
641,single_n0,csi,6,1.1500000000000001,0.25,0.0021436227224008574,2.0,933.0
642,single_n0,csi,6,1.1500000000000001,0.35000000000000003,0.001088139281828074,1.0,919.0
643,single_n0,csi,6,1.1500000000000001,0.45,0.001088139281828074,1.0,919.0
644,single_n0,csi,6,1.1500000000000001,0.55,0.002205071664829107,2.0,907.0
645,single_n0,csi,6,1.1500000000000001,0.6500000000000001,0.0030241935483870967,3.0,992.0
646,single_n0,csi,6,1.1500000000000001,0.75,0.004296455424274973,4.0,931.0
647,single_n0,csi,6,1.1500000000000001,0.8500000000000001,0.002185792349726776,2.0,915.0
648,single_n0,csi,2,0.05,0.05,0.004140786749482402,4.0,966.0
649,single_n0,csi,2,0.05,0.15000000000000002,0.005405405405405406,5.0,925.0
650,single_n0,csi,2,0.05,0.25,0.012141280353200883,11.0,906.0
651,single_n0,csi,2,0.05,0.35000000000000003,0.005376344086021506,5.0,930.0
652,single_n0,csi,2,0.05,0.45,0.012371134020618556,12.0,970.0
653,single_n0,csi,2,0.05,0.55,0.00760043431053203,7.0,921.0
654,single_n0,csi,2,0.05,0.6500000000000001,0.005279831045406547,5.0,947.0
655,single_n0,csi,2,0.05,0.75,0.015151515151515152,15.0,990.0
