,particle,material,thickness,p,cos_theta,efficiency,hit_additional_layer,all
656,single_n0,csi,2,0.05,0.8500000000000001,0.004338394793926247,4.0,922.0
657,single_n0,csi,2,0.15000000000000002,0.05,0.001095290251916758,1.0,913.0
658,single_n0,csi,2,0.15000000000000002,0.15000000000000002,0.0033482142857142855,3.0,896.0
659,single_n0,csi,2,0.15000000000000002,0.25,0.0,0.0,850.0
660,single_n0,csi,2,0.15000000000000002,0.35000000000000003,0.0,0.0,898.0
661,single_n0,csi,2,0.15000000000000002,0.45,0.00866738894907909,8.0,923.0
662,single_n0,csi,2,0.15000000000000002,0.55,0.0044943820224719105,4.0,890.0
663,single_n0,csi,2,0.15000000000000002,0.6500000000000001,0.0011273957158962795,1.0,887.0
664,single_n0,csi,2,0.15000000000000002,0.75,0.004310344827586207,4.0,928.0
665,single_n0,csi,2,0.15000000000000002,0.8500000000000001,0.0034129692832764505,3.0,879.0
666,single_n0,csi,2,0.25,0.05,0.0021164021164021165,2.0,945.0
667,single_n0,csi,2,0.25,0.15000000000000002,0.0,0.0,950.0
668,single_n0,csi,2,0.25,0.25,0.0010660980810234541,1.0,938.0
669,single_n0,csi,2,0.25,0.35000000000000003,0.001142857142857143,1.0,875.0
670,single_n0,csi,2,0.25,0.45,0.0,0.0,961.0
671,single_n0,csi,2,0.25,0.55,0.0010822510822510823,1.0,924.0
672,single_n0,csi,2,0.25,0.6500000000000001,0.002190580503833516,2.0,913.0
673,single_n0,csi,2,0.25,0.75,0.0010515247108307045,1.0,951.0
674,single_n0,csi,2,0.25,0.8500000000000001,0.0011160714285714285,1.0,896.0
675,single_n0,csi,2,0.35000000000000003,0.05,0.0,0.0,924.0
676,single_n0,csi,2,0.35000000000000003,0.15000000000000002,0.0,0.0,916.0
677,single_n0,csi,2,0.35000000000000003,0.25,0.0021436227224008574,2.0,933.0
678,single_n0,csi,2,0.35000000000000003,0.35000000000000003,0.0011001100110011,1.0,909.0
679,single_n0,csi,2,0.35000000000000003,0.45,0.0010548523206751054,1.0,948.0
680,single_n0,csi,2,0.35000000000000003,0.55,0.001040582726326743,1.0,961.0
681,single_n0,csi,2,0.35000000000000003,0.6500000000000001,0.0010615711252653928,1.0,942.0
682,single_n0,csi,2,0.35000000000000003,0.75,0.0,0.0,930.0
683,single_n0,csi,2,0.35000000000000003,0.8500000000000001,0.002105263157894737,2.0,950.0
684,single_n0,csi,2,0.45,0.05,0.0,0.0,917.0
685,single_n0,csi,2,0.45,0.15000000000000002,0.0,0.0,965.0
686,single_n0,csi,2,0.45,0.25,0.0021253985122210413,2.0,941.0
687,single_n0,csi,2,0.45,0.35000000000000003,0.0,0.0,945.0
688,single_n0,csi,2,0.45,0.45,0.0,0.0,902.0
689,single_n0,csi,2,0.45,0.55,0.003161222339304531,3.0,949.0
690,single_n0,csi,2,0.45,0.6500000000000001,0.0011111111111111111,1.0,900.0
691,single_n0,csi,2,0.45,0.75,0.0021321961620469083,2.0,938.0
692,single_n0,csi,2,0.45,0.8500000000000001,0.0029940119760479044,3.0,1002.0
693,single_n0,csi,2,0.55,0.05,0.0,0.0,958.0
694,single_n0,csi,2,0.55,0.15000000000000002,0.001091703056768559,1.0,916.0
695,single_n0,csi,2,0.55,0.25,0.0,0.0,891.0
696,single_n0,csi,2,0.55,0.35000000000000003,0.0,0.0,925.0
697,single_n0,csi,2,0.55,0.45,0.0022222222222222222,2.0,900.0
698,single_n0,csi,2,0.55,0.55,0.001,1.0,1000.0
699,single_n0,csi,2,0.55,0.6500000000000001,0.0011086474501108647,1.0,902.0
700,single_n0,csi,2,0.55,0.75,0.004419889502762431,4.0,905.0
701,single_n0,csi,2,0.55,0.8500000000000001,0.002224694104560623,2.0,899.0
702,single_n0,csi,2,0.6500000000000001,0.05,0.0022371364653243847,2.0,894.0
703,single_n0,csi,2,0.6500000000000001,0.15000000000000002,0.0,0.0,933.0
704,single_n0,csi,2,0.6500000000000001,0.25,0.0011135857461024498,1.0,898.0
705,single_n0,csi,2,0.6500000000000001,0.35000000000000003,0.0033370411568409346,3.0,899.0
706,single_n0,csi,2,0.6500000000000001,0.45,0.001076426264800861,1.0,929.0
707,single_n0,csi,2,0.6500000000000001,0.55,0.0021344717182497333,2.0,937.0
708,single_n0,csi,2,0.6500000000000001,0.6500000000000001,0.0,0.0,900.0
709,single_n0,csi,2,0.6500000000000001,0.75,0.0010559662090813093,1.0,947.0
710,single_n0,csi,2,0.6500000000000001,0.8500000000000001,0.0022471910112359553,2.0,890.0
711,single_n0,csi,2,0.75,0.05,0.0,0.0,934.0
712,single_n0,csi,2,0.75,0.15000000000000002,0.0010471204188481676,1.0,955.0
713,single_n0,csi,2,0.75,0.25,0.0021551724137931034,2.0,928.0
714,single_n0,csi,2,0.75,0.35000000000000003,0.0,0.0,955.0
715,single_n0,csi,2,0.75,0.45,0.0,0.0,936.0
716,single_n0,csi,2,0.75,0.55,0.0,0.0,957.0
717,single_n0,csi,2,0.75,0.6500000000000001,0.001098901098901099,1.0,910.0
718,single_n0,csi,2,0.75,0.75,0.0,0.0,924.0
719,single_n0,csi,2,0.75,0.8500000000000001,0.00211864406779661,2.0,944.0
720,single_n0,csi,2,0.8500000000000001,0.05,0.0,0.0,934.0
721,single_n0,csi,2,0.8500000000000001,0.15000000000000002,0.0,0.0,940.0
722,single_n0,csi,2,0.8500000000000001,0.25,0.0011198208286674132,1.0,893.0
723,single_n0,csi,2,0.8500000000000001,0.35000000000000003,0.0010504201680672268,1.0,952.0
724,single_n0,csi,2,0.8500000000000001,0.45,0.0010638297872340426,1.0,940.0
725,single_n0,csi,2,0.8500000000000001,0.55,0.0011135857461024498,1.0,898.0
726,single_n0,csi,2,0.8500000000000001,0.6500000000000001,0.0010869565217391304,1.0,920.0
727,single_n0,csi,2,0.8500000000000001,0.75,0.0011312217194570137,1.0,884.0
728,single_n0,csi,2,0.8500000000000001,0.8500000000000001,0.001088139281828074,1.0,919.0
729,single_n0,csi,2,0.95,0.05,0.0,0.0,955.0
730,single_n0,csi,2,0.95,0.15000000000000002,0.0010893246187363835,1.0,918.0
731,single_n0,csi,2,0.95,0.25,0.0,0.0,935.0
732,single_n0,csi,2,0.95,0.35000000000000003,0.0020768431983385254,2.0,963.0
733,single_n0,csi,2,0.95,0.45,0.0,0.0,901.0
734,single_n0,csi,2,0.95,0.55,0.0010351966873706005,1.0,966.0
735,single_n0,csi,2,0.95,0.6500000000000001,0.0010741138560687433,1.0,931.0
736,single_n0,csi,2,0.95,0.75,0.0,0.0,952.0
737,single_n0,csi,2,0.95,0.8500000000000001,0.0011402508551881414,1.0,877.0
738,single_n0,csi,2,1.05,0.05,0.0,0.0,927.0
739,single_n0,csi,2,1.05,0.15000000000000002,0.0,0.0,952.0
740,single_n0,csi,2,1.05,0.25,0.0,0.0,939.0
741,single_n0,csi,2,1.05,0.35000000000000003,0.0011376564277588168,1.0,879.0
742,single_n0,csi,2,1.05,0.45,0.002188183807439825,2.0,914.0
743,single_n0,csi,2,1.05,0.55,0.001081081081081081,1.0,925.0
744,single_n0,csi,2,1.05,0.6500000000000001,0.0,0.0,913.0
745,single_n0,csi,2,1.05,0.75,0.0,0.0,887.0
746,single_n0,csi,2,1.05,0.8500000000000001,0.002070393374741201,2.0,966.0
747,single_n0,csi,2,1.1500000000000001,0.05,0.0,0.0,889.0
748,single_n0,csi,2,1.1500000000000001,0.15000000000000002,0.0011325028312570782,1.0,883.0
749,single_n0,csi,2,1.1500000000000001,0.25,0.0,0.0,933.0
750,single_n0,csi,2,1.1500000000000001,0.35000000000000003,0.0,0.0,919.0
751,single_n0,csi,2,1.1500000000000001,0.45,0.0,0.0,919.0
752,single_n0,csi,2,1.1500000000000001,0.55,0.0011025358324145535,1.0,907.0
753,single_n0,csi,2,1.1500000000000001,0.6500000000000001,0.0,0.0,992.0
754,single_n0,csi,2,1.1500000000000001,0.75,0.0021482277121374865,2.0,931.0
755,single_n0,csi,2,1.1500000000000001,0.8500000000000001,0.0,0.0,915.0
756,single_n0,csi,10,0.05,0.05,0.024844720496894408,24.0,966.0
757,single_n0,csi,10,0.05,0.15000000000000002,0.018378378378378378,17.0,925.0
758,single_n0,csi,10,0.05,0.25,0.029801324503311258,27.0,906.0
759,single_n0,csi,10,0.05,0.35000000000000003,0.02903225806451613,27.0,930.0
760,single_n0,csi,10,0.05,0.45,0.027835051546391754,27.0,970.0
761,single_n0,csi,10,0.05,0.55,0.029315960912052116,27.0,921.0
762,single_n0,csi,10,0.05,0.6500000000000001,0.030623020063357972,29.0,947.0
763,single_n0,csi,10,0.05,0.75,0.03636363636363636,36.0,990.0
764,single_n0,csi,10,0.05,0.8500000000000001,0.0368763557483731,34.0,922.0
765,single_n0,csi,10,0.15000000000000002,0.05,0.008762322015334063,8.0,913.0
766,single_n0,csi,10,0.15000000000000002,0.15000000000000002,0.0078125,7.0,896.0
767,single_n0,csi,10,0.15000000000000002,0.25,0.01411764705882353,12.0,850.0
768,single_n0,csi,10,0.15000000000000002,0.35000000000000003,0.01002227171492205,9.0,898.0
769,single_n0,csi,10,0.15000000000000002,0.45,0.02275189599133261,21.0,923.0
770,single_n0,csi,10,0.15000000000000002,0.55,0.019101123595505618,17.0,890.0
771,single_n0,csi,10,0.15000000000000002,0.6500000000000001,0.007891770011273957,7.0,887.0
772,single_n0,csi,10,0.15000000000000002,0.75,0.016163793103448277,15.0,928.0
773,single_n0,csi,10,0.15000000000000002,0.8500000000000001,0.030716723549488054,27.0,879.0
774,single_n0,csi,10,0.25,0.05,0.007407407407407408,7.0,945.0
775,single_n0,csi,10,0.25,0.15000000000000002,0.00631578947368421,6.0,950.0
776,single_n0,csi,10,0.25,0.25,0.0042643923240938165,4.0,938.0
777,single_n0,csi,10,0.25,0.35000000000000003,0.0034285714285714284,3.0,875.0
778,single_n0,csi,10,0.25,0.45,0.009365244536940686,9.0,961.0
779,single_n0,csi,10,0.25,0.55,0.011904761904761904,11.0,924.0
780,single_n0,csi,10,0.25,0.6500000000000001,0.0032858707557502738,3.0,913.0
781,single_n0,csi,10,0.25,0.75,0.012618296529968454,12.0,951.0
782,single_n0,csi,10,0.25,0.8500000000000001,0.008928571428571428,8.0,896.0
783,single_n0,csi,10,0.35000000000000003,0.05,0.0010822510822510823,1.0,924.0
784,single_n0,csi,10,0.35000000000000003,0.15000000000000002,0.001091703056768559,1.0,916.0
785,single_n0,csi,10,0.35000000000000003,0.25,0.007502679528403001,7.0,933.0
786,single_n0,csi,10,0.35000000000000003,0.35000000000000003,0.0033003300330033004,3.0,909.0
787,single_n0,csi,10,0.35000000000000003,0.45,0.007383966244725738,7.0,948.0
788,single_n0,csi,10,0.35000000000000003,0.55,0.003121748178980229,3.0,961.0
789,single_n0,csi,10,0.35000000000000003,0.6500000000000001,0.0031847133757961785,3.0,942.0
790,single_n0,csi,10,0.35000000000000003,0.75,0.005376344086021506,5.0,930.0
791,single_n0,csi,10,0.35000000000000003,0.8500000000000001,0.005263157894736842,5.0,950.0
792,single_n0,csi,10,0.45,0.05,0.004362050163576881,4.0,917.0
793,single_n0,csi,10,0.45,0.15000000000000002,0.0062176165803108805,6.0,965.0
794,single_n0,csi,10,0.45,0.25,0.0010626992561105207,1.0,941.0
795,single_n0,csi,10,0.45,0.35000000000000003,0.004232804232804233,4.0,945.0
796,single_n0,csi,10,0.45,0.45,0.005543237250554324,5.0,902.0
797,single_n0,csi,10,0.45,0.55,0.004214963119072708,4.0,949.0
798,single_n0,csi,10,0.45,0.6500000000000001,0.0022222222222222222,2.0,900.0
799,single_n0,csi,10,0.45,0.75,0.006396588486140725,6.0,938.0
800,single_n0,csi,10,0.45,0.8500000000000001,0.005988023952095809,6.0,1002.0
801,single_n0,csi,10,0.55,0.05,0.0020876826722338203,2.0,958.0
802,single_n0,csi,10,0.55,0.15000000000000002,0.004366812227074236,4.0,916.0
803,single_n0,csi,10,0.55,0.25,0.003367003367003367,3.0,891.0
804,single_n0,csi,10,0.55,0.35000000000000003,0.003243243243243243,3.0,925.0
805,single_n0,csi,10,0.55,0.45,0.005555555555555556,5.0,900.0
806,single_n0,csi,10,0.55,0.55,0.004,4.0,1000.0
807,single_n0,csi,10,0.55,0.6500000000000001,0.004434589800443459,4.0,902.0
808,single_n0,csi,10,0.55,0.75,0.0022099447513812156,2.0,905.0
809,single_n0,csi,10,0.55,0.8500000000000001,0.00778642936596218,7.0,899.0
810,single_n0,csi,10,0.6500000000000001,0.05,0.005592841163310962,5.0,894.0
811,single_n0,csi,10,0.6500000000000001,0.15000000000000002,0.0021436227224008574,2.0,933.0
812,single_n0,csi,10,0.6500000000000001,0.25,0.0011135857461024498,1.0,898.0
813,single_n0,csi,10,0.6500000000000001,0.35000000000000003,0.0033370411568409346,3.0,899.0
814,single_n0,csi,10,0.6500000000000001,0.45,0.001076426264800861,1.0,929.0
815,single_n0,csi,10,0.6500000000000001,0.55,0.004268943436499467,4.0,937.0
816,single_n0,csi,10,0.6500000000000001,0.6500000000000001,0.0011111111111111111,1.0,900.0
817,single_n0,csi,10,0.6500000000000001,0.75,0.0010559662090813093,1.0,947.0
818,single_n0,csi,10,0.6500000000000001,0.8500000000000001,0.008988764044943821,8.0,890.0
819,single_n0,csi,10,0.75,0.05,0.0021413276231263384,2.0,934.0
820,single_n0,csi,10,0.75,0.15000000000000002,0.0031413612565445027,3.0,955.0
821,single_n0,csi,10,0.75,0.25,0.0010775862068965517,1.0,928.0
822,single_n0,csi,10,0.75,0.35000000000000003,0.004188481675392671,4.0,955.0
823,single_n0,csi,10,0.75,0.45,0.0010683760683760685,1.0,936.0
824,single_n0,csi,10,0.75,0.55,0.0041797283176593526,4.0,957.0
825,single_n0,csi,10,0.75,0.6500000000000001,0.006593406593406593,6.0,910.0
826,single_n0,csi,10,0.75,0.75,0.005411255411255411,5.0,924.0
827,single_n0,csi,10,0.75,0.8500000000000001,0.009533898305084746,9.0,944.0
828,single_n0,csi,10,0.8500000000000001,0.05,0.0021413276231263384,2.0,934.0
829,single_n0,csi,10,0.8500000000000001,0.15000000000000002,0.0010638297872340426,1.0,940.0
830,single_n0,csi,10,0.8500000000000001,0.25,0.0033594624860022394,3.0,893.0
831,single_n0,csi,10,0.8500000000000001,0.35000000000000003,0.0,0.0,952.0
832,single_n0,csi,10,0.8500000000000001,0.45,0.0010638297872340426,1.0,940.0
833,single_n0,csi,10,0.8500000000000001,0.55,0.005567928730512249,5.0,898.0
834,single_n0,csi,10,0.8500000000000001,0.6500000000000001,0.005434782608695652,5.0,920.0
835,single_n0,csi,10,0.8500000000000001,0.75,0.003393665158371041,3.0,884.0
836,single_n0,csi,10,0.8500000000000001,0.8500000000000001,0.00544069640914037,5.0,919.0
837,single_n0,csi,10,0.95,0.05,0.0010471204188481676,1.0,955.0
838,single_n0,csi,10,0.95,0.15000000000000002,0.002178649237472767,2.0,918.0
839,single_n0,csi,10,0.95,0.25,0.0,0.0,935.0
840,single_n0,csi,10,0.95,0.35000000000000003,0.0020768431983385254,2.0,963.0
841,single_n0,csi,10,0.95,0.45,0.0022197558268590455,2.0,901.0
842,single_n0,csi,10,0.95,0.55,0.005175983436853002,5.0,966.0
843,single_n0,csi,10,0.95,0.6500000000000001,0.0010741138560687433,1.0,931.0
844,single_n0,csi,10,0.95,0.75,0.0031512605042016808,3.0,952.0
845,single_n0,csi,10,0.95,0.8500000000000001,0.002280501710376283,2.0,877.0
846,single_n0,csi,10,1.05,0.05,0.004314994606256742,4.0,927.0
847,single_n0,csi,10,1.05,0.15000000000000002,0.004201680672268907,4.0,952.0
848,single_n0,csi,10,1.05,0.25,0.002129925452609159,2.0,939.0
849,single_n0,csi,10,1.05,0.35000000000000003,0.0022753128555176336,2.0,879.0
850,single_n0,csi,10,1.05,0.45,0.0,0.0,914.0
851,single_n0,csi,10,1.05,0.55,0.002162162162162162,2.0,925.0
852,single_n0,csi,10,1.05,0.6500000000000001,0.004381161007667032,4.0,913.0
853,single_n0,csi,10,1.05,0.75,0.0033821871476888386,3.0,887.0
854,single_n0,csi,10,1.05,0.8500000000000001,0.006211180124223602,6.0,966.0
855,single_n0,csi,10,1.1500000000000001,0.05,0.0,0.0,889.0
856,single_n0,csi,10,1.1500000000000001,0.15000000000000002,0.004530011325028313,4.0,883.0
857,single_n0,csi,10,1.1500000000000001,0.25,0.0010718113612004287,1.0,933.0
858,single_n0,csi,10,1.1500000000000001,0.35000000000000003,0.00544069640914037,5.0,919.0
859,single_n0,csi,10,1.1500000000000001,0.45,0.0,0.0,919.0
860,single_n0,csi,10,1.1500000000000001,0.55,0.0011025358324145535,1.0,907.0
861,single_n0,csi,10,1.1500000000000001,0.6500000000000001,0.0030241935483870967,3.0,992.0
862,single_n0,csi,10,1.1500000000000001,0.75,0.004296455424274973,4.0,931.0
863,single_n0,csi,10,1.1500000000000001,0.8500000000000001,0.0,0.0,915.0
864,single_n0,csi,4,0.05,0.05,0.018633540372670808,18.0,966.0
865,single_n0,csi,4,0.05,0.15000000000000002,0.017297297297297298,16.0,925.0
866,single_n0,csi,4,0.05,0.25,0.008830022075055188,8.0,906.0
867,single_n0,csi,4,0.05,0.35000000000000003,0.00967741935483871,9.0,930.0
868,single_n0,csi,4,0.05,0.45,0.010309278350515464,10.0,970.0
869,single_n0,csi,4,0.05,0.55,0.01737242128121607,16.0,921.0
870,single_n0,csi,4,0.05,0.6500000000000001,0.013727560718057022,13.0,947.0
871,single_n0,csi,4,0.05,0.75,0.013131313131313131,13.0,990.0
872,single_n0,csi,4,0.05,0.8500000000000001,0.016268980477223426,15.0,922.0
873,single_n0,csi,4,0.15000000000000002,0.05,0.004381161007667032,4.0,913.0
874,single_n0,csi,4,0.15000000000000002,0.15000000000000002,0.005580357142857143,5.0,896.0
875,single_n0,csi,4,0.15000000000000002,0.25,0.002352941176470588,2.0,850.0
876,single_n0,csi,4,0.15000000000000002,0.35000000000000003,0.0077951002227171495,7.0,898.0
877,single_n0,csi,4,0.15000000000000002,0.45,0.0032502708559046588,3.0,923.0
878,single_n0,csi,4,0.15000000000000002,0.55,0.0033707865168539327,3.0,890.0
879,single_n0,csi,4,0.15000000000000002,0.6500000000000001,0.004509582863585118,4.0,887.0
880,single_n0,csi,4,0.15000000000000002,0.75,0.007543103448275862,7.0,928.0
881,single_n0,csi,4,0.15000000000000002,0.8500000000000001,0.009101251422070534,8.0,879.0
882,single_n0,csi,4,0.25,0.05,0.0031746031746031746,3.0,945.0
883,single_n0,csi,4,0.25,0.15000000000000002,0.002105263157894737,2.0,950.0
884,single_n0,csi,4,0.25,0.25,0.0021321961620469083,2.0,938.0
885,single_n0,csi,4,0.25,0.35000000000000003,0.0,0.0,875.0
886,single_n0,csi,4,0.25,0.45,0.002081165452653486,2.0,961.0
887,single_n0,csi,4,0.25,0.55,0.0010822510822510823,1.0,924.0
888,single_n0,csi,4,0.25,0.6500000000000001,0.0065717415115005475,6.0,913.0
889,single_n0,csi,4,0.25,0.75,0.006309148264984227,6.0,951.0
890,single_n0,csi,4,0.25,0.8500000000000001,0.005580357142857143,5.0,896.0
891,single_n0,csi,4,0.35000000000000003,0.05,0.0010822510822510823,1.0,924.0
892,single_n0,csi,4,0.35000000000000003,0.15000000000000002,0.0032751091703056767,3.0,916.0
893,single_n0,csi,4,0.35000000000000003,0.25,0.0021436227224008574,2.0,933.0
894,single_n0,csi,4,0.35000000000000003,0.35000000000000003,0.0,0.0,909.0
895,single_n0,csi,4,0.35000000000000003,0.45,0.0010548523206751054,1.0,948.0
896,single_n0,csi,4,0.35000000000000003,0.55,0.001040582726326743,1.0,961.0
897,single_n0,csi,4,0.35000000000000003,0.6500000000000001,0.0,0.0,942.0
898,single_n0,csi,4,0.35000000000000003,0.75,0.0032258064516129032,3.0,930.0
899,single_n0,csi,4,0.35000000000000003,0.8500000000000001,0.005263157894736842,5.0,950.0
900,single_n0,csi,4,0.45,0.05,0.004362050163576881,4.0,917.0
901,single_n0,csi,4,0.45,0.15000000000000002,0.0031088082901554403,3.0,965.0
902,single_n0,csi,4,0.45,0.25,0.003188097768331562,3.0,941.0
903,single_n0,csi,4,0.45,0.35000000000000003,0.0,0.0,945.0
904,single_n0,csi,4,0.45,0.45,0.0,0.0,902.0
905,single_n0,csi,4,0.45,0.55,0.001053740779768177,1.0,949.0
906,single_n0,csi,4,0.45,0.6500000000000001,0.0044444444444444444,4.0,900.0
907,single_n0,csi,4,0.45,0.75,0.0021321961620469083,2.0,938.0
908,single_n0,csi,4,0.45,0.8500000000000001,0.0029940119760479044,3.0,1002.0
909,single_n0,csi,4,0.55,0.05,0.0010438413361169101,1.0,958.0
910,single_n0,csi,4,0.55,0.15000000000000002,0.001091703056768559,1.0,916.0
911,single_n0,csi,4,0.55,0.25,0.003367003367003367,3.0,891.0
912,single_n0,csi,4,0.55,0.35000000000000003,0.002162162162162162,2.0,925.0
913,single_n0,csi,4,0.55,0.45,0.0022222222222222222,2.0,900.0
914,single_n0,csi,4,0.55,0.55,0.001,1.0,1000.0
915,single_n0,csi,4,0.55,0.6500000000000001,0.005543237250554324,5.0,902.0
916,single_n0,csi,4,0.55,0.75,0.0,0.0,905.0
917,single_n0,csi,4,0.55,0.8500000000000001,0.002224694104560623,2.0,899.0
918,single_n0,csi,4,0.6500000000000001,0.05,0.0,0.0,894.0
919,single_n0,csi,4,0.6500000000000001,0.15000000000000002,0.0010718113612004287,1.0,933.0
920,single_n0,csi,4,0.6500000000000001,0.25,0.0011135857461024498,1.0,898.0
921,single_n0,csi,4,0.6500000000000001,0.35000000000000003,0.0,0.0,899.0
922,single_n0,csi,4,0.6500000000000001,0.45,0.0032292787944025836,3.0,929.0
923,single_n0,csi,4,0.6500000000000001,0.55,0.0021344717182497333,2.0,937.0
924,single_n0,csi,4,0.6500000000000001,0.6500000000000001,0.0,0.0,900.0
925,single_n0,csi,4,0.6500000000000001,0.75,0.0021119324181626186,2.0,947.0
926,single_n0,csi,4,0.6500000000000001,0.8500000000000001,0.0044943820224719105,4.0,890.0
927,single_n0,csi,4,0.75,0.05,0.0,0.0,934.0
928,single_n0,csi,4,0.75,0.15000000000000002,0.0010471204188481676,1.0,955.0
929,single_n0,csi,4,0.75,0.25,0.0021551724137931034,2.0,928.0
930,single_n0,csi,4,0.75,0.35000000000000003,0.0031413612565445027,3.0,955.0
931,single_n0,csi,4,0.75,0.45,0.0010683760683760685,1.0,936.0
932,single_n0,csi,4,0.75,0.55,0.0,0.0,957.0
933,single_n0,csi,4,0.75,0.6500000000000001,0.001098901098901099,1.0,910.0
934,single_n0,csi,4,0.75,0.75,0.0021645021645021645,2.0,924.0
935,single_n0,csi,4,0.75,0.8500000000000001,0.00211864406779661,2.0,944.0
936,single_n0,csi,4,0.8500000000000001,0.05,0.0032119914346895075,3.0,934.0
937,single_n0,csi,4,0.8500000000000001,0.15000000000000002,0.0010638297872340426,1.0,940.0
938,single_n0,csi,4,0.8500000000000001,0.25,0.0,0.0,893.0
939,single_n0,csi,4,0.8500000000000001,0.35000000000000003,0.0,0.0,952.0
940,single_n0,csi,4,0.8500000000000001,0.45,0.0,0.0,940.0
941,single_n0,csi,4,0.8500000000000001,0.55,0.0066815144766146995,6.0,898.0
942,single_n0,csi,4,0.8500000000000001,0.6500000000000001,0.0010869565217391304,1.0,920.0
943,single_n0,csi,4,0.8500000000000001,0.75,0.0011312217194570137,1.0,884.0
944,single_n0,csi,4,0.8500000000000001,0.8500000000000001,0.003264417845484222,3.0,919.0
945,single_n0,csi,4,0.95,0.05,0.0010471204188481676,1.0,955.0
946,single_n0,csi,4,0.95,0.15000000000000002,0.002178649237472767,2.0,918.0
947,single_n0,csi,4,0.95,0.25,0.0010695187165775401,1.0,935.0
948,single_n0,csi,4,0.95,0.35000000000000003,0.0,0.0,963.0
949,single_n0,csi,4,0.95,0.45,0.0011098779134295228,1.0,901.0
950,single_n0,csi,4,0.95,0.55,0.0010351966873706005,1.0,966.0
951,single_n0,csi,4,0.95,0.6500000000000001,0.0010741138560687433,1.0,931.0
952,single_n0,csi,4,0.95,0.75,0.0010504201680672268,1.0,952.0
953,single_n0,csi,4,0.95,0.8500000000000001,0.002280501710376283,2.0,877.0
954,single_n0,csi,4,1.05,0.05,0.0010787486515641855,1.0,927.0
955,single_n0,csi,4,1.05,0.15000000000000002,0.0,0.0,952.0
956,single_n0,csi,4,1.05,0.25,0.002129925452609159,2.0,939.0
957,single_n0,csi,4,1.05,0.35000000000000003,0.0011376564277588168,1.0,879.0
958,single_n0,csi,4,1.05,0.45,0.0,0.0,914.0
959,single_n0,csi,4,1.05,0.55,0.001081081081081081,1.0,925.0
960,single_n0,csi,4,1.05,0.6500000000000001,0.001095290251916758,1.0,913.0
961,single_n0,csi,4,1.05,0.75,0.0011273957158962795,1.0,887.0
962,single_n0,csi,4,1.05,0.8500000000000001,0.002070393374741201,2.0,966.0
963,single_n0,csi,4,1.1500000000000001,0.05,0.0011248593925759281,1.0,889.0
964,single_n0,csi,4,1.1500000000000001,0.15000000000000002,0.0033975084937712344,3.0,883.0
965,single_n0,csi,4,1.1500000000000001,0.25,0.0021436227224008574,2.0,933.0
966,single_n0,csi,4,1.1500000000000001,0.35000000000000003,0.002176278563656148,2.0,919.0
967,single_n0,csi,4,1.1500000000000001,0.45,0.0,0.0,919.0
968,single_n0,csi,4,1.1500000000000001,0.55,0.0,0.0,907.0
969,single_n0,csi,4,1.1500000000000001,0.6500000000000001,0.0,0.0,992.0
970,single_n0,csi,4,1.1500000000000001,0.75,0.0010741138560687433,1.0,931.0
971,single_n0,csi,4,1.1500000000000001,0.8500000000000001,0.006557377049180328,6.0,915.0
972,single_n0,lh,0,0.05,0.05,0.0010351966873706005,1.0,966.0
